timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1537689421384,7566,logout_post,200,OK,login_delete_logout 3-1,,true,,251,250,5,42,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,7566,0,17
1537689420876,9008,get_product_list,200,OK,login_logout 4-24,text,true,,1112196,246,22,42,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,6559,0,21
1537689420876,9321,get_product_list,200,OK,login_logout 4-23,text,true,,1112196,246,22,42,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,6986,0,21
1537689421298,9569,get_product_list,200,OK,login_make_delete_logout 2-8,text,true,,1112196,246,10,42,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,7650,0,18
1537689421051,9819,get_product_list,200,OK,login_logout 4-27,text,true,,1112196,246,22,42,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,7159,0,20
1537689421128,9759,get_product_list,200,OK,login_logout 4-25,text,true,,1112196,246,22,42,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,7768,0,19
1537689421467,10177,get_product_list,200,OK,login_make_delete_logout 2-2,text,true,,1112196,246,10,42,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,8390,0,18
1537689421475,11006,get_product_list,200,OK,login_logout 4-29,text,true,,1112196,246,22,42,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,9077,0,17
1537689422060,10999,get_product_list,200,OK,login_make_delete_logout 2-4,text,true,,1112196,246,10,42,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,9174,0,17
1537689421474,11672,get_product_list,200,OK,login_logout 4-30,text,true,,1112196,246,22,42,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,8724,0,17
1537689422511,11146,delete_product,200,OK,login_logout 4-19,text,true,,300,252,22,42,http://193.105.219.194:8080/api/gds-release/v1/products/5675,11146,0,16
1537689421954,11729,get_product_list,200,OK,login_make_logout 1-2,text,true,,1112196,246,5,41,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,8913,0,21
1537689422237,12214,get_product_list,200,OK,login_logout 4-12,text,true,,1112196,246,21,41,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,10167,0,23
1537689422060,12596,get_product_list,200,OK,login_make_delete_logout 2-3,text,true,,1112196,246,10,41,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,9534,0,18
1537689422834,12506,logout_post,200,OK,login_delete_logout 3-2,,true,,251,250,5,41,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,12506,0,16
1537689422321,13128,get_product_list,200,OK,login_make_logout 1-4,text,true,,1112196,246,5,41,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,10730,0,23
1537689422408,13202,get_product_list,200,OK,login_logout 4-28,text,true,,1112196,246,21,41,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,11227,0,21
1537689423134,12593,logout_post,200,OK,login_make_logout 1-3,,true,,251,250,5,41,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,12593,0,23
1537689422492,13454,get_product_list,200,OK,login_logout 4-21,text,true,,1111927,246,21,40,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,11167,0,21
1537689424187,12174,delete_product,200,OK,login_logout 4-4,text,true,,300,252,21,40,http://193.105.219.194:8080/api/gds-release/v1/products/6354,12174,0,16
1537689424524,11846,logout_post,200,OK,login_delete_logout 3-4,,true,,251,250,5,39,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,11846,0,23
1537689422572,13892,get_product_list,200,OK,login_make_delete_logout 2-7,text,true,,1111927,246,10,39,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,11474,0,24
1537689422655,13842,get_product_list,200,OK,login_make_delete_logout 2-10,text,true,,1111927,246,10,39,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,11820,0,16
1537689424525,12203,logout_post,200,OK,login_make_logout 1-1,,true,,251,250,4,39,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,12203,0,24
1537689425602,11156,logout_post,200,OK,login_delete_logout 3-3,,true,,251,250,5,38,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,11156,0,57
1537689427505,9623,delete_product,200,OK,login_logout 4-13,text,true,,300,252,20,37,http://193.105.219.194:8080/api/gds-release/v1/products/5716,9623,0,53
1537689427175,9953,delete_product,200,OK,login_logout 4-10,text,true,,300,252,20,37,http://193.105.219.194:8080/api/gds-release/v1/products/5646,9953,0,35
1537689427822,9312,delete_product,200,OK,login_logout 4-3,text,true,,300,252,18,35,http://193.105.219.194:8080/api/gds-release/v1/products/6587,9312,0,18
1537689427916,9223,logout_post,200,OK,login_delete_logout 3-5,,true,,251,250,4,34,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,9223,0,59
1537689427915,9225,post_product,200,OK,login_make_delete_logout 2-5,text,true,,581,482,10,33,http://193.105.219.194:8080/api/gds-release/v1/products,9225,0,58
1537689428520,8620,delete_product,200,OK,login_logout 4-14,text,true,,300,252,17,33,http://193.105.219.194:8080/api/gds-release/v1/products/7042,8620,0,18
1537689428429,8711,delete_product,200,OK,login_logout 4-22,text,true,,300,252,17,33,http://193.105.219.194:8080/api/gds-release/v1/products/3404,8711,0,33
1537689427972,9168,delete_product,200,OK,login_logout 4-11,text,true,,300,252,17,33,http://193.105.219.194:8080/api/gds-release/v1/products/5258,9168,0,46
1537689428495,8645,delete_product,200,OK,login_logout 4-20,text,true,,300,252,17,33,http://193.105.219.194:8080/api/gds-release/v1/products/6591,8645,0,23
1537689428951,8190,logout_post,200,OK,login_delete_logout 3-1,,true,,251,250,3,30,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,8190,0,21
1537689429906,7235,delete_product,200,OK,login_logout 4-24,text,true,,300,252,14,30,http://193.105.219.194:8080/api/gds-release/v1/products/7116,7235,0,17
1537689430215,6932,delete_product,200,OK,login_logout 4-23,text,true,,300,252,12,28,http://193.105.219.194:8080/api/gds-release/v1/products/7220,6931,0,39
1537689430898,6251,delete_product,200,OK,login_logout 4-27,text,true,,300,252,12,28,http://193.105.219.194:8080/api/gds-release/v1/products/2360,6251,0,30
1537689430894,6263,get_product_family,200,OK,login_make_delete_logout 2-8,text,true,,8609,200,10,25,http://193.105.219.194:8080/api/gds-release/v1/product-family/,6263,0,27
1537689432509,4700,delete_product,200,OK,login_logout 4-29,text,true,,300,252,10,25,http://193.105.219.194:8080/api/gds-release/v1/products/7387,4700,0,19
1537689431678,5531,get_product_family,200,OK,login_make_delete_logout 2-2,text,true,,8609,200,10,25,http://193.105.219.194:8080/api/gds-release/v1/product-family/,5531,0,89
1537689433087,4135,get_product_family,200,OK,login_make_delete_logout 2-4,text,true,,8609,200,10,24,http://193.105.219.194:8080/api/gds-release/v1/product-family/,4135,0,27
1537689433191,4031,delete_product,200,OK,login_logout 4-30,text,true,,300,252,9,24,http://193.105.219.194:8080/api/gds-release/v1/products/2882,4031,0,51
1537689433699,3537,get_product_family,200,OK,login_make_logout 1-2,text,true,,8609,200,3,23,http://193.105.219.194:8080/api/gds-release/v1/product-family/,3537,0,29
1537689434474,2771,delete_product,200,OK,login_logout 4-12,text,true,,300,252,8,23,http://193.105.219.194:8080/api/gds-release/v1/products/6096,2771,0,40
1537689434700,2548,get_product_family,200,OK,login_make_delete_logout 2-3,text,true,,8609,200,10,22,http://193.105.219.194:8080/api/gds-release/v1/product-family/,2548,0,24
1537689435340,1912,logout_post,200,OK,login_delete_logout 3-2,,true,,251,250,2,22,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,1912,0,33
1537689435632,1624,delete_product,200,OK,login_logout 4-28,text,true,,300,252,7,21,http://193.105.219.194:8080/api/gds-release/v1/products/6170,1624,0,18
1537689435968,1288,delete_product,200,OK,login_logout 4-21,text,true,,300,252,7,21,http://193.105.219.194:8080/api/gds-release/v1/products/5313,1288,0,16
1537689435491,1765,get_product_family,200,OK,login_make_logout 1-4,text,true,,8609,200,3,21,http://193.105.219.194:8080/api/gds-release/v1/product-family/,1765,0,41
1537689436480,787,get_product_family,200,OK,login_make_delete_logout 2-7,text,true,,8609,200,10,19,http://193.105.219.194:8080/api/gds-release/v1/product-family/,787,0,57
1537689436540,768,get_product_family,200,OK,login_make_delete_logout 2-10,text,true,,8609,200,10,19,http://193.105.219.194:8080/api/gds-release/v1/product-family/,768,0,24
1537689423028,14224,get_product_list,200,OK,login_make_delete_logout 2-1,text,true,,1111927,246,10,22,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,12656,0,19
1537689426136,11204,delete_product,200,OK,login_logout 4-6,text,true,,300,252,5,19,http://193.105.219.194:8080/api/gds-release/v1/products/6708,11204,0,32
1537689425778,11567,delete_product,200,OK,login_logout 4-8,text,true,,300,252,4,18,http://193.105.219.194:8080/api/gds-release/v1/products/2971,11567,0,44
1537689423133,14228,get_product_list,200,OK,login_logout 4-17,text,true,,1111927,246,3,17,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,12893,0,23
1537689430915,6488,delete_product,200,OK,login_logout 4-25,text,true,,300,252,3,17,http://193.105.219.194:8080/api/gds-release/v1/products/4578,6488,0,30
1537689422654,14890,get_product_list,200,OK,login_make_logout 1-5,text,true,,1111927,246,3,16,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,12676,0,19
1537689437159,482,post_product,200,OK,login_make_delete_logout 2-8,text,true,,581,482,10,16,http://193.105.219.194:8080/api/gds-release/v1/products,482,0,52
1537689437258,391,post_product,200,OK,login_make_logout 1-4,text,true,,581,482,3,16,http://193.105.219.194:8080/api/gds-release/v1/products,391,0,0
1537689437268,382,post_product,200,OK,login_make_delete_logout 2-7,text,true,,581,482,10,16,http://193.105.219.194:8080/api/gds-release/v1/products,382,0,0
1537689437211,444,post_product,200,OK,login_make_delete_logout 2-2,text,true,,581,482,10,16,http://193.105.219.194:8080/api/gds-release/v1/products,444,0,35
1537689437309,346,post_product,200,OK,login_make_delete_logout 2-10,text,true,,581,482,10,16,http://193.105.219.194:8080/api/gds-release/v1/products,346,0,0
1537689437223,464,post_product,200,OK,login_make_delete_logout 2-4,text,true,,581,482,10,16,http://193.105.219.194:8080/api/gds-release/v1/products,464,0,30
1537689437238,456,post_product,200,OK,login_make_logout 1-2,text,true,,581,482,3,16,http://193.105.219.194:8080/api/gds-release/v1/products,456,0,46
1537689436371,1325,logout_post,200,OK,login_delete_logout 3-4,,true,,251,250,1,16,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,1325,0,1017
1537689437249,447,post_product,200,OK,login_make_delete_logout 2-3,text,true,,581,482,10,16,http://193.105.219.194:8080/api/gds-release/v1/products,447,0,59
1537689437311,385,get_product_family,200,OK,login_make_delete_logout 2-1,text,true,,8609,200,10,16,http://193.105.219.194:8080/api/gds-release/v1/product-family/,384,0,30
1537689437385,313,delete_product,200,OK,login_logout 4-17,text,true,,300,252,2,15,http://193.105.219.194:8080/api/gds-release/v1/products/3757,313,0,46
1537689437561,151,get_product_family,200,OK,login_make_logout 1-5,text,true,,8609,200,3,14,http://193.105.219.194:8080/api/gds-release/v1/product-family/,151,0,18
1537689424071,13669,get_product_list,200,OK,login_make_delete_logout 2-6,text,true,,1111658,246,10,14,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,12294,0,24
1537689424524,13391,get_product_list,200,OK,login_logout 4-18,text,true,,1111658,246,1,14,http://193.105.219.194:8080/api/gds-release/v1/products?includeInactive=true,12202,0,23
1537689437695,1469,logout_post,200,OK,login_make_logout 1-2,,true,,251,250,3,14,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,1469,0,0
1537689437649,2146,logout_post,200,OK,login_make_logout 1-4,,true,,251,250,2,13,http://193.105.219.194:8080/api/gds-release/v1/auth/logout,2146,0,38
1537689437697,2598,post_product,200,OK,login_make_delete_logout 2-1,text,true,,581,482,10,12,http://193.105.219.194:8080/api/gds-release/v1/products,2598,0,0
1537689437712,2605,post_product,200,OK,login_make_logout 1-5,text,true,,581,482,1,12,http://193.105.219.194:8080/api/gds-release/v1/products,2605,0,0
1537689437759,2558,get_product_family,200,OK,login_make_delete_logout 2-6,text,true,,8609,200,10,12,http://193.105.219.194:8080/api/gds-release/v1/product-family/,2558,0,42
1537689437939,2380,delete_product,200,OK,login_logout 4-18,text,true,,300,252,1,12,http://193.105.219.194:8080/api/gds-release/v1/products/6683,2380,0,19
